Suite name,Test name,Test number,Pins,Lsl,Usl,Units,Bin_h_num,Bin_s_num,Bin_s_name
H15_TxRxBertPrbs15_156M25_10G3125_21_10_10_F16_Refclk0_CS0L_118_Bump_VDDH,Rx_Err_Cnt,71410000,,0,0,,6,7141,H15_TxRxBertPrbs15_156M25_10G3125_21_10_10_F16_Refclk0_CS0L_118__VDDH_Failed
H15_TxRxBertPrbs15_156M25_10G3125_21_10_10_F16_Refclk0_CS0L_118_Bump_VDDH,Tx_Err_Cnt,71420000,,0,0,,6,7142,H15_TxRxBertPrbs15_156M25_10G3125_21_10_10_F16_Refclk0_CS0L_118__VDDH_Failed
H15_TxRxBertPrbs15_156M25_10G3125_21_10_10_F16_Refclk0_CS0L_118__VDDH,Rx_Err_Cnt,71430000,,0,0,,6,7143,H15_TxRxBertPrbs15_156M25_10G3125_21_10_10_F16_Refclk0_CS0L_118__VDDH_Failed
H15_TxRxBertPrbs15_156M25_10G3125_21_10_10_F16_Refclk0_CS0L_118__VDDH,Tx_Err_Cnt,71440000,,0,0,,6,7144,H15_TxRxBertPrbs15_156M25_10G3125_21_10_10_F16_Refclk0_CS0L_118__VDDH_Failed
H15_TxRxBertPrbs15_156M25_10G3125_21_10_10_F16_Refclk0_CS0L_118_Bump_VDDL,Rx_Err_Cnt,71450000,,0,0,,6,7145,H15_TxRxBertPrbs15_156M25_10G3125_21_10_10_F16_Refclk0_CS0L_118__VDDL_Failed
H15_TxRxBertPrbs15_156M25_10G3125_21_10_10_F16_Refclk0_CS0L_118_Bump_VDDL,Tx_Err_Cnt,71460000,,0,0,,6,7146,H15_TxRxBertPrbs15_156M25_10G3125_21_10_10_F16_Refclk0_CS0L_118__VDDL_Failed
H15_TxRxBertPrbs15_156M25_10G3125_21_10_10_F16_Refclk0_CS0L_118__VDDL,Rx_Err_Cnt,71470000,,0,0,,6,7147,H15_TxRxBertPrbs15_156M25_10G3125_21_10_10_F16_Refclk0_CS0L_118__VDDL_Failed
H15_TxRxBertPrbs15_156M25_10G3125_21_10_10_F16_Refclk0_CS0L_118__VDDL,Tx_Err_Cnt,71480000,,0,0,,6,7148,H15_TxRxBertPrbs15_156M25_10G3125_21_10_10_F16_Refclk0_CS0L_118__VDDL_Failed
H15_TxRxBertPrbs15_156M25_1G25_22_10_9_Q40_Refclk0_CS0L_1120__VDDH,Rx_Err_Cnt,71490000,,0,0,,6,7149,H15_TxRxBertPrbs15_156M25_1G25_22_10_9_Q40_Refclk0_CS0L_1120__VDDH_Failed
H15_TxRxBertPrbs15_156M25_1G25_22_10_9_Q40_Refclk0_CS0L_1120__VDDH,Tx_Err_Cnt,71500000,,0,0,,6,7150,H15_TxRxBertPrbs15_156M25_1G25_22_10_9_Q40_Refclk0_CS0L_1120__VDDH_Failed
H15_TxRxBertPrbs15_156M25_1G25_22_10_9_Q40_Refclk0_CS0L_1120__VDDL,Rx_Err_Cnt,71510000,,0,0,,6,7151,H15_TxRxBertPrbs15_156M25_1G25_22_10_9_Q40_Refclk0_CS0L_1120__VDDL_Failed
H15_TxRxBertPrbs15_156M25_1G25_22_10_9_Q40_Refclk0_CS0L_1120__VDDL,Tx_Err_Cnt,71520000,,0,0,,6,7152,H15_TxRxBertPrbs15_156M25_1G25_22_10_9_Q40_Refclk0_CS0L_1120__VDDL_Failed
H15_TxRxBertPrbs15_156M25_3G125_22_13_11_H20_Refclk0_CS0L_1120__VDDH,Rx_Err_Cnt,71530000,,0,0,,6,7153,H15_TxRxBertPrbs15_156M25_3G125_22_13_11_H20_Refclk0_CS0L_1120__VDDH_Failed
H15_TxRxBertPrbs15_156M25_3G125_22_13_11_H20_Refclk0_CS0L_1120__VDDH,Tx_Err_Cnt,71540000,,0,0,,6,7154,H15_TxRxBertPrbs15_156M25_3G125_22_13_11_H20_Refclk0_CS0L_1120__VDDH_Failed
H15_TxRxBertPrbs15_156M25_3G125_22_13_11_H20_Refclk0_CS0L_1120__VDDL,Rx_Err_Cnt,71550000,,0,0,,6,7155,H15_TxRxBertPrbs15_156M25_3G125_22_13_11_H20_Refclk0_CS0L_1120__VDDL_Failed
H15_TxRxBertPrbs15_156M25_3G125_22_13_11_H20_Refclk0_CS0L_1120__VDDL,Tx_Err_Cnt,71560000,,0,0,,6,7156,H15_TxRxBertPrbs15_156M25_3G125_22_13_11_H20_Refclk0_CS0L_1120__VDDL_Failed
H15_TxRxBertPrbs15_156M25_5G_21_10_9_H20_Refclk0_CS0L_1110__VDDH,Rx_Err_Cnt,71570000,,0,0,,6,7157,H15_TxRxBertPrbs15_156M25_5G_21_10_9_H20_Refclk0_CS0L_1110__VDDH_Failed
H15_TxRxBertPrbs15_156M25_5G_21_10_9_H20_Refclk0_CS0L_1110__VDDH,Tx_Err_Cnt,71580000,,0,0,,6,7158,H15_TxRxBertPrbs15_156M25_5G_21_10_9_H20_Refclk0_CS0L_1110__VDDH_Failed
H15_TxRxBertPrbs15_156M25_5G_21_10_9_H20_Refclk0_CS0L_1110__VDDL,Rx_Err_Cnt,71590000,,0,0,,6,7159,H15_TxRxBertPrbs15_156M25_5G_21_10_9_H20_Refclk0_CS0L_1110__VDDL_Failed
H15_TxRxBertPrbs15_156M25_5G_21_10_9_H20_Refclk0_CS0L_1110__VDDL,Tx_Err_Cnt,71600000,,0,0,,6,7160,H15_TxRxBertPrbs15_156M25_5G_21_10_9_H20_Refclk0_CS0L_1110__VDDL_Failed
H15_TxRxBertPrbs15_156M25_5G15625_22_10_10_F16_Refclk0_CS0L_1116__VDDH,Rx_Err_Cnt,71610000,,0,0,,6,7161,H15_TxRxBertPrbs15_156M25_5G15625_22_10_10_F16_Refclk0_CS0L_1116__VDDH_Failed
H15_TxRxBertPrbs15_156M25_5G15625_22_10_10_F16_Refclk0_CS0L_1116__VDDH,Tx_Err_Cnt,71620000,,0,0,,6,7162,H15_TxRxBertPrbs15_156M25_5G15625_22_10_10_F16_Refclk0_CS0L_1116__VDDH_Failed
H15_TxRxBertPrbs15_156M25_5G15625_22_10_10_F16_Refclk0_CS0L_1116__VDDL,Rx_Err_Cnt,71630000,,0,0,,6,7163,H15_TxRxBertPrbs15_156M25_5G15625_22_10_10_F16_Refclk0_CS0L_1116__VDDL_Failed
H15_TxRxBertPrbs15_156M25_5G15625_22_10_10_F16_Refclk0_CS0L_1116__VDDL,Tx_Err_Cnt,71640000,,0,0,,6,7164,H15_TxRxBertPrbs15_156M25_5G15625_22_10_10_F16_Refclk0_CS0L_1116__VDDL_Failed
H15_TxRxBertPrbs15_156M25_6G25_21_13_11_H20_Refclk0_CS0L_1110__VDDH,Rx_Err_Cnt,71650000,,0,0,,6,7165,H15_TxRxBertPrbs15_156M25_6G25_21_13_11_H20_Refclk0_CS0L_1110__VDDH_Failed
H15_TxRxBertPrbs15_156M25_6G25_21_13_11_H20_Refclk0_CS0L_1110__VDDH,Tx_Err_Cnt,71660000,,0,0,,6,7166,H15_TxRxBertPrbs15_156M25_6G25_21_13_11_H20_Refclk0_CS0L_1110__VDDH_Failed
H15_TxRxBertPrbs15_156M25_6G25_21_13_11_H20_Refclk0_CS0L_1110__VDDL,Rx_Err_Cnt,71670000,,0,0,,6,7167,H15_TxRxBertPrbs15_156M25_6G25_21_13_11_H20_Refclk0_CS0L_1110__VDDL_Failed
H15_TxRxBertPrbs15_156M25_6G25_21_13_11_H20_Refclk0_CS0L_1110__VDDL,Tx_Err_Cnt,71680000,,0,0,,6,7168,H15_TxRxBertPrbs15_156M25_6G25_21_13_11_H20_Refclk0_CS0L_1110__VDDL_Failed
H15_TxRxBertPrbs15_156M25_6G25_22_13_11_F20_Refclk0_CS0L_1120__VDDH,Rx_Err_Cnt,71690000,,0,0,,6,7169,H15_TxRxBertPrbs15_156M25_6G25_22_13_11_F20_Refclk0_CS0L_1120__VDDH_Failed
H15_TxRxBertPrbs15_156M25_6G25_22_13_11_F20_Refclk0_CS0L_1120__VDDH,Tx_Err_Cnt,71700000,,0,0,,6,7170,H15_TxRxBertPrbs15_156M25_6G25_22_13_11_F20_Refclk0_CS0L_1120__VDDH_Failed
H15_TxRxBertPrbs15_156M25_6G25_22_13_11_F20_Refclk0_CS0L_1120__VDDL,Rx_Err_Cnt,71710000,,0,0,,6,7171,H15_TxRxBertPrbs15_156M25_6G25_22_13_11_F20_Refclk0_CS0L_1120__VDDL_Failed
H15_TxRxBertPrbs15_156M25_6G25_22_13_11_F20_Refclk0_CS0L_1120__VDDL,Tx_Err_Cnt,71720000,,0,0,,6,7172,H15_TxRxBertPrbs15_156M25_6G25_22_13_11_F20_Refclk0_CS0L_1120__VDDL_Failed
H15BP_FFE_BERT_1G6_Post1st_ABIST_VDDL,Err_Cnt,71730000,,0,0,,6,7173,H15BP_FFE_BERT_1G6_Post1st_ABIST_VDDL_Failed
H15BP_FFE_BERT_1G6_Pre1st_ABIST_VDDL,Err_Cnt,71740000,,0,0,,6,7174,H15BP_FFE_BERT_1G6_Pre1st_ABIST_VDDL_Failed
H15BP_ILOFreqStability_CS0_VDDN,LLD_DIFF_NtoH,71750000,,0,16,,6,7175,H15BP_ILOFreqStability_VDDN_Failed
H15BP_ILOFreqStability_CS0_VDDN,LLD_DIFF_NtoL,71760000,,0,16,,6,7176,H15BP_ILOFreqStability_VDDN_Failed
H15BP_ILOFreqStability_CS0_VDDN,LLD_DIFF_PtoL,71770000,,0,16,,6,7177,H15BP_ILOFreqStability_VDDN_Failed
H15BP_ILOFreqStability_CS1_VDDN,LLD_DIFF_NtoH,71780000,,0,16,,6,7178,H15BP_ILOFreqStability_VDDN_Failed
H15BP_ILOFreqStability_CS1_VDDN,LLD_DIFF_NtoL,71790000,,0,16,,6,7179,H15BP_ILOFreqStability_VDDN_Failed
H15BP_ILOFreqStability_CS1_VDDN,LLD_DIFF_PtoL,71800000,,0,16,,6,7180,H15BP_ILOFreqStability_VDDN_Failed
H15BP_MAX_PWR_VDDH,MAX_PWR,71810000,,1225,2400,mW,6,7181,H15BP_MAX_PWR_VDDH_Failed
H15BP_MIN_PWR_VDDH,MIN_PWR,71820000,,15,225,mW,6,7182,H15BP_MIN_PWR_VDDH_Failed
H15BP_PTATCurrentStability_VDDN,LLD_DIFF_NtoPU,71830000,,0,31,,6,7183,H15BP_PTATCurrentStability_VDDN_Failed
H15BP_PTATCurrentStability_VDDN,LLD_DIFF_PD,71840000,,0,31,,6,7184,H15BP_PTATCurrentStability_VDDN_Failed
H15BP_RefclkLockRange_CS0L_Refclk0_VDDN,RefclkLockRange_AllSlides,71850000,,1,1,,6,7185,H15BP_RefclkLockRange_CS0L_Refclk0_VDDN_Failed
H15BP_RefclkLockRange_CS1L_Refclk0_VDDN,RefclkLockRange_AllSlides,71860000,,1,1,,6,7186,H15BP_RefclkLockRange_CS1L_Refclk0_VDDN_Failed
H15BP_RxCTELTol_10G3125_ABIST_VDDN,EQI,71870000,,-3,15,,6,7187,H15BP_RxCTELTol_10G3125_ABIST_VDDN_Failed
H15BP_RxdiffResBefCal_AC_VDDN,RxDiffResBefCal,71880000,,80,120,Ohm,6,7188,H15BP_RxdiffResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Neg,71910000,QL0_L0_PAD_RXIM,60,90,Ohm,6,7191,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Pos,71920000,QL0_L0_PAD_RXIP,60,90,Ohm,6,7192,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Neg,71930000,QL0_L1_PAD_RXIM,60,90,Ohm,6,7193,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Pos,71940000,QL0_L1_PAD_RXIP,60,90,Ohm,6,7194,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Neg,71950000,QL0_L2_PAD_RXIM,60,90,Ohm,6,7195,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Pos,71960000,QL0_L2_PAD_RXIP,60,90,Ohm,6,7196,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Neg,71970000,QL0_L3_PAD_RXIM,60,90,Ohm,6,7197,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Pos,71980000,QL0_L3_PAD_RXIP,60,90,Ohm,6,7198,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Neg,71990000,QL1_L0_PAD_RXIM,60,90,Ohm,6,7199,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Pos,72000000,QL1_L0_PAD_RXIP,60,90,Ohm,6,7200,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Neg,72010000,QL1_L1_PAD_RXIM,60,90,Ohm,6,7201,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Pos,72020000,QL1_L1_PAD_RXIP,60,90,Ohm,6,7202,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Neg,72030000,QL1_L2_PAD_RXIM,60,90,Ohm,6,7203,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Pos,72040000,QL1_L2_PAD_RXIP,60,90,Ohm,6,7204,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Neg,72050000,QL1_L3_PAD_RXIM,60,90,Ohm,6,7205,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Pos,72060000,QL1_L3_PAD_RXIP,60,90,Ohm,6,7206,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Neg,72070000,QL1_L4_PAD_RXIM,60,90,Ohm,6,7207,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Pos,72080000,QL1_L4_PAD_RXIP,60,90,Ohm,6,7208,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Neg,72090000,QL1_L5_PAD_RXIM,60,90,Ohm,6,7209,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSigResBefCal_AC_VDDN,RxSigResBefCal_Pos,72100000,QL1_L5_PAD_RXIP,60,90,Ohm,6,7210,H15BP_RxSigResBefCal_AC_VDDN_Failed
H15BP_RxSquelchEye_10G3125_ABIST_VDDN,EyeHeight_PT,72110000,,70,127,,6,7211,H15BP_RxSquelchEye_10G3125_ABIST_VDDN
H15BP_RxSquelchEye_10G3125_ABIST_VDDN,Jitter_Pk-Pk_UI,72120000,,0.01,0.6,,6,7212,H15BP_RxSquelchEye_10G3125_ABIST_VDDN
H15BP_RxSquelchEye_10G3125_ATE_VDDN,EyeHeight_PT,72130000,,70,127,pt,6,7213,H15BP_RxSquelchEye_10G3125_ATE_VDDN_Failed
H15BP_RxSquelchEye_10G3125_ATE_VDDN,Jitter_Pk-Pk_UI,72140000,,0.01,0.6,UI,6,7214,H15BP_RxSquelchEye_10G3125_ATE_VDDN_Failed
H15BP_RxTermVoltToGnd_AC_VDDN,RxTermVoltToGnd_N,72150000,,-10,10,mV,6,7215,H15BP_RxTermVoltToGnd_AC_VDDN_Failed
H15BP_RxTermVoltToGnd_AC_VDDN,RxTermVoltToGnd_P,72160000,,-10,10,mV,6,7216,H15BP_RxTermVoltToGnd_AC_VDDN_Failed
H15BP_RxTermVoltToGnd_DC_VDDN,RxTermVoltToGnd_N,72170000,,600,760,mV,6,7217,H15BP_RxTermVoltToGnd_DC_VDDN_Failed
H15BP_RxTermVoltToGnd_DC_VDDN,RxTermVoltToGnd_P,72180000,,600,760,mV,6,7218,H15BP_RxTermVoltToGnd_DC_VDDN_Failed
H15BP_SSC_CLK_100M_SATA1G5_CS0L_ATE_VDDN,DNL,72190000,,0.1,7,,6,7219,H15BP_SSC_CLK_100M_SATA1G5_CS0L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA1G5_CS0L_ATE_VDDN,INL,72200000,,0.1,7,,6,7220,H15BP_SSC_CLK_100M_SATA1G5_CS0L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA1G5_CS0L_ATE_VDDN,SSC_UPSpread_PPM,72210000,,-200,200,PPM,6,7221,H15BP_SSC_CLK_100M_SATA1G5_CS0L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA1G5_CS0L_ATE_VDDN,SSC_Freq,72220000,,30,33,KMz,6,7222,H15BP_SSC_CLK_100M_SATA1G5_CS0L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA1G5_CS0L_ATE_VDDN,SSC_Offset_PPM,72230000,,-200,200,PPM,6,7223,H15BP_SSC_CLK_100M_SATA1G5_CS0L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA1G5_CS0L_ATE_VDDN,SSC_DOWNSpread_PPM,72240000,,-5200,-4800,PPM,6,7224,H15BP_SSC_CLK_100M_SATA1G5_CS0L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA1G5_CS1L_ATE_VDDN,DNL,72250000,,0.1,7,,6,7225,H15BP_SSC_CLK_100M_SATA1G5_CS1L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA1G5_CS1L_ATE_VDDN,INL,72260000,,0.1,7,,6,7226,H15BP_SSC_CLK_100M_SATA1G5_CS1L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA1G5_CS1L_ATE_VDDN,SSC_UPSpread_PPM,72270000,,-200,200,PPM,6,7227,H15BP_SSC_CLK_100M_SATA1G5_CS1L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA1G5_CS1L_ATE_VDDN,SSC_Freq,72280000,,30,33,KMz,6,7228,H15BP_SSC_CLK_100M_SATA1G5_CS1L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA1G5_CS1L_ATE_VDDN,SSC_Offset_PPM,72290000,,-200,200,PPM,6,7229,H15BP_SSC_CLK_100M_SATA1G5_CS1L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA1G5_CS1L_ATE_VDDN,SSC_DOWNSpread_PPM,72300000,,-5200,-4800,PPM,6,7230,H15BP_SSC_CLK_100M_SATA1G5_CS1L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA3G_CS0L_ATE_VDDN,DNL,72310000,,0.1,7,,6,7231,H15BP_SSC_CLK_100M_SATA3G_CS0L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA3G_CS0L_ATE_VDDN,INL,72320000,,0.1,7,,6,7232,H15BP_SSC_CLK_100M_SATA3G_CS0L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA3G_CS0L_ATE_VDDN,SSC_UPSpread_PPM,72330000,,-200,200,PPM,6,7233,H15BP_SSC_CLK_100M_SATA3G_CS0L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA3G_CS0L_ATE_VDDN,SSC_Freq,72340000,,30,33,KMz,6,7234,H15BP_SSC_CLK_100M_SATA3G_CS0L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA3G_CS0L_ATE_VDDN,SSC_Offset_PPM,72350000,,-200,200,PPM,6,7235,H15BP_SSC_CLK_100M_SATA3G_CS0L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA3G_CS0L_ATE_VDDN,SSC_DOWNSpread_PPM,72360000,,-5200,-4800,PPM,6,7236,H15BP_SSC_CLK_100M_SATA3G_CS0L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA3G_CS1L_ATE_VDDN,DNL,72370000,,0.1,7,,6,7237,H15BP_SSC_CLK_100M_SATA3G_CS1L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA3G_CS1L_ATE_VDDN,INL,72380000,,0.1,7,,6,7238,H15BP_SSC_CLK_100M_SATA3G_CS1L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA3G_CS1L_ATE_VDDN,SSC_UPSpread_PPM,72390000,,-200,200,PPM,6,7239,H15BP_SSC_CLK_100M_SATA3G_CS1L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA3G_CS1L_ATE_VDDN,SSC_Freq,72400000,,30,33,KMz,6,7240,H15BP_SSC_CLK_100M_SATA3G_CS1L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA3G_CS1L_ATE_VDDN,SSC_Offset_PPM,72410000,,-200,200,PPM,6,7241,H15BP_SSC_CLK_100M_SATA3G_CS1L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA3G_CS1L_ATE_VDDN,SSC_DOWNSpread_PPM,72420000,,-5200,-4800,PPM,6,7242,H15BP_SSC_CLK_100M_SATA3G_CS1L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA6G_CS0L_ATE_VDDN,DNL,72430000,,0.1,7,,6,7243,H15BP_SSC_CLK_100M_SATA6G_CS0L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA6G_CS0L_ATE_VDDN,INL,72440000,,0.1,7,,6,7244,H15BP_SSC_CLK_100M_SATA6G_CS0L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA6G_CS0L_ATE_VDDN,SSC_UPSpread_PPM,72450000,,-200,200,PPM,6,7245,H15BP_SSC_CLK_100M_SATA6G_CS0L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA6G_CS0L_ATE_VDDN,SSC_Freq,72460000,,30,33,KMz,6,7246,H15BP_SSC_CLK_100M_SATA6G_CS0L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA6G_CS0L_ATE_VDDN,SSC_Offset_PPM,72470000,,-200,200,PPM,6,7247,H15BP_SSC_CLK_100M_SATA6G_CS0L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA6G_CS0L_ATE_VDDN,SSC_DOWNSpread_PPM,72480000,,-5200,-4800,PPM,6,7248,H15BP_SSC_CLK_100M_SATA6G_CS0L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA6G_CS1L_ATE_VDDN,DNL,72490000,,0.1,7,,6,7249,H15BP_SSC_CLK_100M_SATA6G_CS1L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA6G_CS1L_ATE_VDDN,INL,72500000,,0.1,7,,6,7250,H15BP_SSC_CLK_100M_SATA6G_CS1L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA6G_CS1L_ATE_VDDN,SSC_UPSpread_PPM,72510000,,-200,200,PPM,6,7251,H15BP_SSC_CLK_100M_SATA6G_CS1L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA6G_CS1L_ATE_VDDN,SSC_Freq,72520000,,30,33,KMz,6,7252,H15BP_SSC_CLK_100M_SATA6G_CS1L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA6G_CS1L_ATE_VDDN,SSC_Offset_PPM,72530000,,-200,200,PPM,6,7253,H15BP_SSC_CLK_100M_SATA6G_CS1L_ATE_VDDN
H15BP_SSC_CLK_100M_SATA6G_CS1L_ATE_VDDN,SSC_DOWNSpread_PPM,72540000,,-5200,-4800,PPM,6,7254,H15BP_SSC_CLK_100M_SATA6G_CS1L_ATE_VDDN
H15BP_SSCBertPrbs15_100M_1G5_22_22_13_Q40_Refclk0_CS0L_1120__VDDH,Err_Cnt,72550000,,0,0,,6,7255,H15BP_SSCBertPrbs15_100M_1G5_22_22_13_Q40_Refclk0_CS0L_1120__VDDH_Failed
H15BP_SSCBertPrbs15_100M_1G5_22_22_13_Q40_Refclk0_CS0L_1120__VDDL,Err_Cnt,72560000,,0,0,,6,7256,H15BP_SSCBertPrbs15_100M_1G5_22_22_13_Q40_Refclk0_CS0L_1120__VDDL_Failed
H15BP_SSCBertPrbs15_100M_3G_22_22_13_H40_Refclk0_CS0L_1120__VDDH,Err_Cnt,72570000,,0,0,,6,7257,H15BP_SSCBertPrbs15_100M_3G_22_22_13_H40_Refclk0_CS0L_1120__VDDH_Failed
H15BP_SSCBertPrbs15_100M_3G_22_22_13_H40_Refclk0_CS0L_1120__VDDL,Err_Cnt,72580000,,0,0,,6,7258,H15BP_SSCBertPrbs15_100M_3G_22_22_13_H40_Refclk0_CS0L_1120__VDDL_Failed
H15BP_SSCBertPrbs15_100M_6G_22_22_13_F20_Refclk0_CS0L_1120__VDDH,Err_Cnt,72590000,,0,0,,6,7259,H15BP_SSCBertPrbs15_100M_6G_22_22_13_F20_Refclk0_CS0L_1120__VDDH_Failed
H15BP_SSCBertPrbs15_100M_6G_22_22_13_F20_Refclk0_CS0L_1120__VDDL,Err_Cnt,72600000,,0,0,,6,7260,H15BP_SSCBertPrbs15_100M_6G_22_22_13_F20_Refclk0_CS0L_1120__VDDL_Failed
H15BP_TxSigResAftCal_All0_VDDN,TxNeg,72610000,,40,60,Ohm,6,7261,H15BP_TxSigResAftCal_All0_VDDN_Failed
H15BP_TxSigResAftCal_All0_VDDN,TxPos,72620000,,40,60,Ohm,6,7262,H15BP_TxSigResAftCal_All0_VDDN_Failed
H15BP_TxSigResAftCal_All1_VDDN,TxNeg,72630000,,40,60,Ohm,6,7263,H15BP_TxSigResAftCal_All1_VDDN_Failed
H15BP_TxSigResAftCal_All1_VDDN,TxPos,72640000,,40,60,Ohm,6,7264,H15BP_TxSigResAftCal_All1_VDDN_Failed
H15BP_TxTermVolt_All0_Amp0_VDDN,TxTermVolt_NEG,72650000,,400,490,mV,6,7265,H15BP_TxTermVolt_All0_Amp0_VDDN_Failed
H15BP_TxTermVolt_All0_Amp0_VDDN,TxTermVolt_POS,72660000,,-10,10,mV,6,7266,H15BP_TxTermVolt_All0_Amp0_VDDN_Failed
H15BP_TxTermVolt_All0_Amp7_VDDN,TxTermVolt_NEG,72670000,,510,630,mV,6,7267,H15BP_TxTermVolt_All0_Amp7_VDDN_Failed
H15BP_TxTermVolt_All0_Amp7_VDDN,TxTermVolt_POS,72680000,,-10,10,mV,6,7268,H15BP_TxTermVolt_All0_Amp7_VDDN_Failed
H15BP_TxTermVolt_All1_Amp0_VDDN,TxTermVolt_NEG,72690000,,-10,10,mV,6,7269,H15BP_TxTermVolt_All1_Amp0_VDDN_Failed
H15BP_TxTermVolt_All1_Amp0_VDDN,TxTermVolt_POS,72700000,,400,490,mV,6,7270,H15BP_TxTermVolt_All1_Amp0_VDDN_Failed
H15BP_TxTermVolt_All1_Amp7_VDDN,TxTermVolt_NEG,72710000,,-10,10,mV,6,7271,H15BP_TxTermVolt_All1_Amp7_VDDN_Failed
H15BP_TxTermVolt_All1_Amp7_VDDN,TxTermVolt_POS,72720000,,510,630,mV,6,7272,H15BP_TxTermVolt_All1_Amp7_VDDN_Failed
H15BPTxFIR_DC_MAIN_All0_VDDN,DNL,72730000,,0.1,4.5,LSB,6,7273,H15BPTxFIR_DC_MAIN_All0_VDDN_Failed
H15BPTxFIR_DC_MAIN_All0_VDDN,GAIN,72740000,,-620,-440,mV,6,7274,H15BPTxFIR_DC_MAIN_All0_VDDN_Failed
H15BPTxFIR_DC_MAIN_All0_VDDN,INL,72750000,,0.1,3.5,LSB,6,7275,H15BPTxFIR_DC_MAIN_All0_VDDN_Failed
H15BPTxFIR_DC_MAIN_All0_VDDN,OFFSET,72760000,,-10,10,mV,6,7276,H15BPTxFIR_DC_MAIN_All0_VDDN_Failed
